person_id,group,data_source,gender,edu_level,year_in_school,age,job_status,field,difficulty,time_per_week,used_ai,heard_simplify,page,is_treatment,signup,useful,regular,recommend
1535,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,A,0,4,3,4,4
1535,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,C,1,4,4,4,4
1536,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,3,3,3,3
1536,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,C,1,3,3,3,3
1537,AC,llm,Female,Master's student,Master's student (1st year),22.0,Actively applying for internships,Computer Science / Engineering,Extremely difficult,6-8 hours,1.0,Yes,A,0,4,2,4,4
1537,AC,llm,Female,Master's student,Master's student (1st year),22.0,Actively applying for internships,Computer Science / Engineering,Extremely difficult,6-8 hours,1.0,Yes,C,1,4,4,4,4
1538,AC,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,No,A,0,3,3,3,3
1538,AC,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,No,C,1,3,3,3,3
1539,AC,llm,Female,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,Yes,A,0,4,3,4,3
1539,AC,llm,Female,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,Yes,C,1,3,3,3,3
1540,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,5,4,5,4
1540,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,C,1,4,4,4,4
1541,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,0-2 hours,1.0,Yes,A,0,4,3,4,3
1541,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,0-2 hours,1.0,Yes,C,1,3,3,4,3
1542,AC,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Computer Science / Engineering,Extremely difficult,6-8 hours,1.0,No,A,0,4,2,4,4
1542,AC,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Computer Science / Engineering,Extremely difficult,6-8 hours,1.0,No,C,1,4,2,4,4
1543,AC,llm,Female,Master's student,Master's student (1st year),22.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,4,4
1543,AC,llm,Female,Master's student,Master's student (1st year),22.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,C,1,3,3,3,3
1544,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,0.0,No,A,0,1,1,1,1
1544,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,0.0,No,C,1,1,1,1,1
1545,AC,llm,Female,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Business,Somewhat difficult,6-8 hours,1.0,Yes,A,0,4,3,4,3
1545,AC,llm,Female,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Business,Somewhat difficult,6-8 hours,1.0,Yes,C,1,4,3,4,4
1546,AC,llm,Female,Master's student,Master's student (1st year),25.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,4,3
1546,AC,llm,Female,Master's student,Master's student (1st year),25.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,C,1,3,3,3,3
1547,AC,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,Yes,A,0,5,4,5,5
1547,AC,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,Yes,C,1,5,4,5,5
1548,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,0-2 hours,1.0,Yes,A,0,4,3,3,3
1548,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,0-2 hours,1.0,Yes,C,1,3,3,3,3
1549,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,4,3,4,4
1549,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,C,1,4,3,4,4
1550,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Computer Science / Engineering,Extremely difficult,3-5 hours,1.0,No,A,0,3,2,3,3
1550,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Computer Science / Engineering,Extremely difficult,3-5 hours,1.0,No,C,1,3,2,3,3
1551,AC,llm,Female,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Information Systems / Data Science,Somewhat difficult,0-2 hours,0.0,No,A,0,2,2,2,2
1551,AC,llm,Female,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Information Systems / Data Science,Somewhat difficult,0-2 hours,0.0,No,C,1,2,2,2,2
1552,AC,llm,Male,Master's student,Master's student (1st year),28.0,Actively applying for full-time jobs,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,Yes,A,0,4,3,4,4
1552,AC,llm,Male,Master's student,Master's student (1st year),28.0,Actively applying for full-time jobs,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,Yes,C,1,4,3,4,4
1553,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,4,4,4
1553,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,C,1,4,4,4,4
1554,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Design,Neither easy nor difficult,0-2 hours,1.0,Yes,A,0,3,3,3,3
1554,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Design,Neither easy nor difficult,0-2 hours,1.0,Yes,C,1,3,3,3,3
1555,AC,llm,Female,Master's student,Master's student (1st year),22.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,Yes,A,0,4,3,4,3
1555,AC,llm,Female,Master's student,Master's student (1st year),22.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,Yes,C,1,3,3,3,3
1556,AC,llm,Female,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,5,4,5,4
1556,AC,llm,Female,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,C,1,4,4,4,4
1557,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,A,0,3,3,3,3
1557,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,C,1,3,3,3,3
1558,AC,llm,Male,Master's student,Master's student (1st year),24.0,Actively applying for full-time jobs,Computer Science / Engineering,Extremely difficult,6-8 hours,1.0,No,A,0,4,2,4,3
1558,AC,llm,Male,Master's student,Master's student (1st year),24.0,Actively applying for full-time jobs,Computer Science / Engineering,Extremely difficult,6-8 hours,1.0,No,C,1,4,2,4,3
1559,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,3-5 hours,1.0,Yes,A,0,4,3,4,4
1559,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,3-5 hours,1.0,Yes,C,1,4,3,4,3
1560,AC,llm,Female,Master's student,Master's student (2nd year or above),26.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,4,3,4,4
1560,AC,llm,Female,Master's student,Master's student (2nd year or above),26.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,C,1,3,3,3,3
1561,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,A,0,4,3,4,3
1561,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,C,1,3,3,3,3
1562,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Arts,Somewhat difficult,3-5 hours,1.0,Yes,A,0,5,4,5,5
1562,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Arts,Somewhat difficult,3-5 hours,1.0,Yes,C,1,5,4,5,5
1563,AC,llm,Male,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Information Systems / Data Science,Extremely difficult,6-8 hours,0.0,No,A,0,1,1,1,1
1563,AC,llm,Male,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Information Systems / Data Science,Extremely difficult,6-8 hours,0.0,No,C,1,1,1,1,1
1564,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,A,0,4,3,4,3
1564,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,C,1,3,3,3,3
1565,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,3-5 hours,1.0,Yes,A,0,3,3,3,3
1565,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,3-5 hours,1.0,Yes,C,1,3,3,3,3
1566,AC,llm,Female,Master's student,Master's student (1st year),22.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,No,A,0,4,3,4,4
1566,AC,llm,Female,Master's student,Master's student (1st year),22.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,No,C,1,4,3,4,4
1567,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,A,0,4,3,4,4
1567,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,C,1,4,3,4,4
1568,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Business,Somewhat difficult,6-8 hours,1.0,Yes,A,0,4,3,4,3
1568,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Business,Somewhat difficult,6-8 hours,1.0,Yes,C,1,4,4,4,4
1569,AC,llm,Male,Master's student,Master's student (1st year),28.0,Exploring opportunities but not applying yet,Computer Science / Engineering,Somewhat difficult,3-5 hours,1.0,Yes,A,0,3,3,3,3
1569,AC,llm,Male,Master's student,Master's student (1st year),28.0,Exploring opportunities but not applying yet,Computer Science / Engineering,Somewhat difficult,3-5 hours,1.0,Yes,C,1,3,3,3,3
1570,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,A,0,4,2,4,3
1570,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,C,1,3,2,3,3
1571,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,5,4,5,5
1571,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,C,1,5,4,5,5
1572,AC,llm,Female,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,No,A,0,3,3,3,3
1572,AC,llm,Female,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,No,C,1,3,3,3,3
1573,AC,llm,Male,Master's student,Master's student (1st year),31.0,Actively applying for full-time jobs,Information Systems / Data Science,Extremely difficult,More than 8 hours,1.0,Yes,A,0,5,4,5,4
1573,AC,llm,Male,Master's student,Master's student (1st year),31.0,Actively applying for full-time jobs,Information Systems / Data Science,Extremely difficult,More than 8 hours,1.0,Yes,C,1,5,4,5,4
1574,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,A,0,4,3,4,3
1574,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,C,1,4,3,4,3
1575,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,6-8 hours,1.0,Yes,A,0,4,3,4,3
1575,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,6-8 hours,1.0,Yes,C,1,3,3,3,3
1576,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Computer Science / Engineering,Extremely difficult,3-5 hours,1.0,Not sure,A,0,4,3,4,4
1576,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Computer Science / Engineering,Extremely difficult,3-5 hours,1.0,Not sure,C,1,4,3,4,4
1577,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,4,3,4,4
1577,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,C,1,4,3,4,4
1578,AC,llm,Female,Master's student,Master's student (1st year),22.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,0.0,No,A,0,2,2,2,2
1578,AC,llm,Female,Master's student,Master's student (1st year),22.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,0.0,No,C,1,2,2,2,2
1579,AC,llm,Female,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,Yes,A,0,3,2,3,2
1579,AC,llm,Female,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,Yes,C,1,3,2,3,3
1580,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,4,3
1580,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,C,1,3,3,3,3
1581,AC,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Computer Science / Engineering,Extremely difficult,6-8 hours,1.0,No,A,0,4,2,3,3
1581,AC,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Computer Science / Engineering,Extremely difficult,6-8 hours,1.0,No,C,1,4,2,3,3
1582,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,A,0,4,3,4,3
1582,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,C,1,3,3,3,3
1583,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,3-5 hours,1.0,Yes,A,0,3,3,3,3
1583,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,3-5 hours,1.0,Yes,C,1,3,3,3,3
1584,AC,llm,Female,Master's student,Master's student (2nd year or above),25.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,4,3,4,4
1584,AC,llm,Female,Master's student,Master's student (2nd year or above),25.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,C,1,4,3,4,4
1585,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,A,0,4,4,4,4
1585,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,C,1,4,4,4,4
1586,AC,llm,Female,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Natural Sciences,Extremely difficult,6-8 hours,0.0,No,A,0,0,1,0,0
1586,AC,llm,Female,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Natural Sciences,Extremely difficult,6-8 hours,0.0,No,C,1,0,1,1,0
1587,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,4,3
1587,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,C,1,3,3,3,3
1588,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,0-2 hours,1.0,Yes,A,0,3,3,3,3
1588,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,0-2 hours,1.0,Yes,C,1,3,3,3,3
1589,AC,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,Yes,A,0,4,3,4,4
1589,AC,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,Yes,C,1,4,3,4,4
1590,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,No,A,0,4,3,4,3
1590,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,No,C,1,3,3,3,3
1591,AC,llm,Female,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,5,4,5,5
1591,AC,llm,Female,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,C,1,5,4,5,5
1592,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,A,0,4,3,4,3
1592,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,0-2 hours,1.0,Yes,C,1,3,3,3,3
1593,AC,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Business,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,4,4,4
1593,AC,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Business,Somewhat difficult,3-5 hours,1.0,Yes,C,1,4,4,4,4
1594,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,4,3,4,4
1594,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,C,1,4,3,4,4
1595,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,0-2 hours,1.0,Not sure,A,0,3,2,3,3
1595,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,0-2 hours,1.0,Not sure,C,1,3,2,3,3
1596,AC,llm,Female,Master's student,Master's student (1st year),22.0,Exploring opportunities but not applying yet,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,4,3
1596,AC,llm,Female,Master's student,Master's student (1st year),22.0,Exploring opportunities but not applying yet,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,C,1,3,3,3,3
1597,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,Yes,A,0,4,2,4,3
1597,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,6-8 hours,1.0,Yes,C,1,3,2,3,3
1598,AC,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Computer Science / Engineering,Extremely difficult,0-2 hours,1.0,No,A,0,3,2,3,3
1598,AC,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Computer Science / Engineering,Extremely difficult,0-2 hours,1.0,No,C,1,3,2,3,3
1599,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,4,4
1599,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,C,1,4,3,4,4
1600,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,6-8 hours,1.0,Yes,A,0,3,3,3,3
1600,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,6-8 hours,1.0,Yes,C,1,3,3,3,3
1601,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,A,0,4,3,4,3
1601,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,C,1,3,3,3,3
1602,AC,llm,Female,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Computer Science / Engineering,Extremely difficult,6-8 hours,1.0,Yes,A,0,4,3,4,4
1602,AC,llm,Female,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Computer Science / Engineering,Extremely difficult,6-8 hours,1.0,Yes,C,1,4,3,4,4
1603,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,3,3,3,3
1603,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,Yes,C,1,3,3,3,3
1604,AC,llm,Male,Master's student,Master's student (1st year),42.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,4,3,4,3
1604,AC,llm,Male,Master's student,Master's student (1st year),42.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,C,1,3,3,3,3
1605,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,0-2 hours,1.0,Yes,A,0,4,4,4,4
1605,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Neither easy nor difficult,0-2 hours,1.0,Yes,C,1,4,4,4,4
1606,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,3-5 hours,1.0,No,A,0,4,3,4,4
1606,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Extremely difficult,3-5 hours,1.0,No,C,1,4,3,4,4
1607,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,5,3,5,4
1607,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,C,1,4,3,4,4
1608,AC,llm,Female,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Data Analytic for Science,Somewhat difficult,3-5 hours,1.0,Yes,A,0,4,3,4,3
1608,AC,llm,Female,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Data Analytic for Science,Somewhat difficult,3-5 hours,1.0,Yes,C,1,3,3,3,3
1609,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,A,0,4,3,4,3
1609,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,0-2 hours,1.0,Yes,C,1,3,3,3,3
1610,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Extremely difficult,6-8 hours,0.0,No,A,0,1,2,1,1
1610,AC,llm,Female,Master's student,Master's student (1st year),23.0,Not currently looking for jobs,Information Systems / Data Science,Extremely difficult,6-8 hours,0.0,No,C,1,1,2,1,1
1611,AC,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Computer Science / Engineering,Extremely difficult,3-5 hours,1.0,Yes,A,0,4,2,4,3
1611,AC,llm,Male,Master's student,Master's student (1st year),23.0,Actively applying for full-time jobs,Computer Science / Engineering,Extremely difficult,3-5 hours,1.0,Yes,C,1,4,2,4,3
1612,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,A,0,4,3,4,4
1612,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,6-8 hours,1.0,Yes,C,1,4,3,4,4
1613,AC,llm,Female,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Information Systems / Data Science,Neither easy nor difficult,0-2 hours,1.0,Yes,A,0,3,3,3,3
1613,AC,llm,Female,Master's student,Master's student (1st year),23.0,Exploring opportunities but not applying yet,Information Systems / Data Science,Neither easy nor difficult,0-2 hours,1.0,Yes,C,1,3,3,3,3
1614,AC,llm,Female,Master's student,Master's student (1st year),23.0,Actively applying for internships,Information Systems / Data Science,Somewhat difficult,3-5 hours,1.0,No,A,0,4,3,4,3
